,Equal Weight  (Rolling 36m),Equal Weight  (Expanding),Min Volatility  (Rolling 36m),Min Volatility  (Expanding),Max Diversification  (Rolling 36m),Max Diversification  (Expanding)
2022-02-28,3.61910413347882,3.61910413347882,2.5611469761705243,2.4730013903840744,2.549076606007537,2.568968827728902
2022-03-31,3.7730571342288988,3.7730571342288988,2.579783178415639,2.477685361587015,2.581085310495859,2.5982102663426963
2022-04-30,3.6384156117552138,3.6384156117552138,2.4899049135545956,2.3600170427665814,2.495766784160785,2.486293071002803
2022-05-31,3.6015893330674484,3.6015893330674484,2.4759720309235846,2.3456075689035165,2.4789377907076218,2.473984236711519
2022-06-30,3.3454548519928085,3.3454548519928085,2.3747647683527267,2.2586123468342985,2.3664037732039236,2.3603218173805955
2022-07-31,3.5483444895623153,3.5483444895623153,2.439978647079611,2.333699201087057,2.441036678037155,2.45095682346466
2022-08-31,3.459220565691589,3.459220565691589,2.4438171359831022,2.326818494773945,2.4353916391372876,2.435331233445439
2022-09-30,3.151617027479645,3.151617027479645,2.3024494872604313,2.188030589983631,2.280474624204708,2.2768918704780714
2022-10-31,3.22828631687767,3.22828631687767,2.2418886939478293,2.1518108994171814,2.2377766879474024,2.2619710480308783
2022-11-30,3.350763248616528,3.350763248616528,2.271257090455736,2.189040543960737,2.2770803625611693,2.309900490631581
2022-12-31,3.258074201643017,3.258074201643017,2.3063660624222764,2.2104169578920745,2.2938057892360972,2.3125174629308654
2023-01-31,3.3952577312212595,3.3952577312212595,2.3217818874826053,2.241435276925747,2.32222936570337,2.352119127150148
2023-02-28,3.2680432845249974,3.2680432845249974,2.269398546710072,2.1948612785194235,2.2593755636961617,2.294964095242826
2023-03-31,3.2848527717833464,3.2848527717833464,2.286319954425154,2.2201194689339787,2.2699053891805177,2.3201994361811624
2023-04-30,3.3071657060356223,3.3071657060356223,2.3222598374354386,2.254574209446431,2.2942276203840546,2.3504849562122057
2023-05-31,3.2222701226809742,3.2222701226809742,2.2915783803009426,2.228090057964125,2.2460223086545614,2.3142770789280958
2023-06-30,3.3383414426257536,3.3383414426257536,2.277095631752817,2.2330944316091186,2.263396906294214,2.337734351921917
2023-07-31,3.423539581920784,3.423539581920784,2.27434161962668,2.240722359671198,2.289305562811214,2.3613784077228126
2023-08-31,3.3545926980259764,3.3545926980259764,2.2331983495613352,2.200775146421783,2.2503610285443063,2.3198649705697094
2023-09-30,3.232278432921989,3.232278432921989,2.203601912382188,2.1632656074145715,2.2131523542488143,2.2742838995611856
2023-10-31,3.159827939785335,3.159827939785335,2.145271093982199,2.107519993588852,2.1642492732545295,2.2202812673364574
2023-11-30,3.3273703024028856,3.3273703024028856,2.189230769130945,2.1663295584191786,2.2084812881572025,2.2853189998423153
2023-12-31,3.463457473049821,3.463457473049821,2.257039524998325,2.238316676941816,2.257365361220367,2.3540670476555463
2024-01-31,3.4237792132433644,3.4237792132433644,2.2568085522126324,2.241863648285577,2.2599848314774067,2.356891177632954
2024-02-29,3.4615977786817322,3.4615977786817322,2.232647667992217,2.2332088828595684,2.2452404507809427,2.3546939528577844
2024-03-31,3.534459398108575,3.534459398108575,2.2509653499498348,2.2551247279527327,2.2767389177990456,2.3856156858679243
2024-04-30,3.4267221586658883,3.4267221586658883,2.217356362021266,2.2119326093699425,2.251898386395572,2.3421134825054293
2024-05-31,3.5277014871962566,3.5277014871962566,2.2383281904740535,2.241617809424653,2.2816265506845954,2.380732787123522
2024-06-30,3.574334665283178,3.574334665283178,2.260236692717739,2.273669480642143,2.2975877087476513,2.4116190890274716
2024-07-31,3.6214467232787655,3.6214467232787655,2.2538057652895533,2.277598128483902,2.2784434804465006,2.4112065057671663
2024-08-31,3.71817127850354,3.71817127850354,2.3130507038924355,2.341651704578852,2.328317326757415,2.4728453188519035
2024-09-30,3.8236038153279335,3.8236038153279335,2.363762558245924,2.3883359110109943,2.3867971016451905,2.52802590125111
2024-10-31,3.734121177709017,3.734121177709017,2.2998043032598527,2.327135601524121,2.3263650503968427,2.466437986399859
2024-11-30,3.812410283560917,3.812410283560917,2.268097317662657,2.309719148830798,2.309783024114718,2.463265269810657
2024-12-31,3.718143754889323,3.718143754889323,2.2735253936426916,2.308100566542976,2.3119925441916163,2.455426504046271
2025-01-31,3.7772095594453026,3.7772095594453026,2.265394385981688,2.2978218567762374,2.323845919346858,2.459180235324202
2025-02-28,3.820779419161284,3.820779419161284,2.2990588947871378,2.3280639468306807,2.351878425622269,2.4863965485250885
2025-03-31,3.7934813534357925,3.7934813534357925,2.349400021398021,2.3564458978965606,2.3958584884909446,2.5083719808794362
2025-04-30,3.7175155188109086,3.7175155188109086,2.3235736638605555,2.3447688362428094,2.355069284485336,2.4845677489932787
2025-05-31,3.7698890040958113,3.7698890040958113,2.304860292339598,2.343497760630542,2.360413811514625,2.492807430813196
2025-06-30,3.849665133707002,3.849665133707002,2.327060432812994,2.374726515423482,2.402038599639301,2.533885125108082
2025-07-31,3.8676224234819263,3.8676224234819263,2.3267533764258967,2.383055475650711,2.408213111135862,2.543593907958972
2025-08-31,3.9494307331580574,3.9494307331580574,2.360958880548936,2.418803374895423,2.446158480524522,2.583748880558674
2025-09-30,4.018537448831847,4.018537448831847,2.398895482212401,2.4609506208692817,2.493597707015584,2.631486206367194
2025-10-31,4.05070278607593,4.05070278607593,2.433466328994934,2.4909347937159105,2.534784022541957,2.666912424032289
2025-11-30,4.10724456635146,4.10724456635146,2.454300975672347,2.502675155708827,2.5607521860362787,2.685490633296143
2025-12-31,4.07794449553779,4.07794449553779,2.449025035409669,2.4994816602830365,2.554834550909616,2.680188264501613
2026-01-31,4.219712712015286,4.219712712015286,2.5120591279312046,2.53185615359225,2.64846718127004,2.7359801222505893
2026-02-28,4.286319193634799,4.286319193634799,2.5332745605548146,2.5515753360480087,2.6634173627508346,2.756572045690526
2026-03-31,4.278204410665932,4.278204410665932,2.5772305127644364,2.5627635964801545,2.720772985559679,2.780346272799723
