,Strategy,US_Equities,US_10Yr_Bond,US_REITs,US_Commodities
2021-04-30,Max Diversification  (Rolling 36m),4.003111329265141e-18,0.7018890041635699,0.09293155070544129,0.20517944513098885
2021-05-31,Max Diversification  (Rolling 36m),5.703468079519052e-19,0.711883230876762,0.09252660573253825,0.19559016339069982
2021-06-30,Max Diversification  (Rolling 36m),0.0,0.7131937774590966,0.09206004223434026,0.19474618030656315
2021-07-31,Max Diversification  (Rolling 36m),0.002416689411386983,0.7131174444396109,0.08926184614962605,0.1952040199993761
2021-08-31,Max Diversification  (Rolling 36m),0.005153834154539875,0.7105834055976066,0.08356775012604996,0.20069501012180369
2021-09-30,Max Diversification  (Rolling 36m),0.00246177892322208,0.7106753925033855,0.08246737169346033,0.2043954568799321
2021-10-31,Max Diversification  (Rolling 36m),9.270795966544283e-18,0.7102298532944225,0.08219457268113013,0.20757557402444737
2021-11-30,Max Diversification  (Rolling 36m),0.021961934700430705,0.7061278664298057,0.07470666366372801,0.19720353520603556
2021-12-31,Max Diversification  (Rolling 36m),0.034125489077088,0.7115534619323621,0.07289536473494083,0.18142568425560912
2022-01-31,Max Diversification  (Rolling 36m),0.048746638951301054,0.7050100067997783,0.059503978593055534,0.18673937565586518
2022-02-28,Max Diversification  (Rolling 36m),0.02369281553611636,0.6937380547998073,0.06594645056787055,0.21662267909620575
2022-03-31,Max Diversification  (Rolling 36m),0.020616922628547536,0.6925920647702634,0.06390998836567369,0.22288102423551548
2022-04-30,Max Diversification  (Rolling 36m),0.019885568326546105,0.6982421782058571,0.06326330892127337,0.21860894454632346
2022-05-31,Max Diversification  (Rolling 36m),0.0,0.6780963333550535,0.06720296427190117,0.2547007023730454
2022-06-30,Max Diversification  (Rolling 36m),3.4559928120470855e-17,0.676413256375221,0.06435858007448413,0.2592281635502948
2022-07-31,Max Diversification  (Rolling 36m),0.0,0.6976605026060995,0.06758064745060918,0.2347588499432913
2022-08-31,Max Diversification  (Rolling 36m),0.0,0.6966694010327598,0.059750717053383876,0.24357988191385646
2022-09-30,Max Diversification  (Rolling 36m),2.5304244380634827e-17,0.7075568455366292,0.0678717449233722,0.2245714095399986
2022-10-31,Max Diversification  (Rolling 36m),1.7798475288337888e-17,0.7003423436273223,0.06486019098726731,0.23479746538541046
2022-11-30,Max Diversification  (Rolling 36m),0.002713538420192247,0.6912342895259225,0.07238097392083048,0.23367119813305487
2022-12-31,Max Diversification  (Rolling 36m),2.9182828262333112e-18,0.6905064003655043,0.06969767832328387,0.23979592131121186
2023-01-31,Max Diversification  (Rolling 36m),0.0,0.6871920231616386,0.07056238955720995,0.24224558728115148
2023-02-28,Max Diversification  (Rolling 36m),0.003370634330832376,0.6811868374525746,0.06415092637032255,0.2512916018462706
2023-03-31,Max Diversification  (Rolling 36m),0.00788305636983059,0.6813660739652337,0.06290937796037605,0.24784149170455969
2023-04-30,Max Diversification  (Rolling 36m),0.07152602123898377,0.6361939550720929,0.02669325379109293,0.26558676989783053
2023-05-31,Max Diversification  (Rolling 36m),0.059264061641422644,0.6434819001604654,0.043061825264252604,0.2541922129338595
2023-06-30,Max Diversification  (Rolling 36m),0.08821081141838547,0.6472104943908359,0.01603635297179302,0.24854234121898566
2023-07-31,Max Diversification  (Rolling 36m),0.08990302207637572,0.6495692317503967,0.013763350875609153,0.2467643952976185
2023-08-31,Max Diversification  (Rolling 36m),0.09978388289781999,0.6545747948288251,0.0,0.245641322273355
2023-09-30,Max Diversification  (Rolling 36m),0.10514602449516569,0.645207811498077,0.0,0.24964616400675724
2023-10-31,Max Diversification  (Rolling 36m),0.10665279207539802,0.6402512011711686,0.0,0.25309600675343336
2023-11-30,Max Diversification  (Rolling 36m),0.10706873623560326,0.6360178636924276,0.0,0.2569134000719691
2023-12-31,Max Diversification  (Rolling 36m),0.09643473664639517,0.6262143407768266,0.0,0.2773509225767783
2024-01-31,Max Diversification  (Rolling 36m),0.08663831967839639,0.6168172604139669,1.47761771317034e-17,0.2965444199076368
2024-02-29,Max Diversification  (Rolling 36m),0.08669964505462502,0.6170277694261272,0.0,0.29627258551924784
2024-03-31,Max Diversification  (Rolling 36m),0.10137623477021528,0.6002815285309677,1.505937169933915e-17,0.298342236698817
2024-04-30,Max Diversification  (Rolling 36m),0.07381720733251385,0.6257460972964077,0.0,0.3004366953710785
2024-05-31,Max Diversification  (Rolling 36m),0.0773963445710232,0.6089857136411712,0.0,0.3136179417878057
2024-06-30,Max Diversification  (Rolling 36m),0.07195029335404252,0.6119324689726039,0.0,0.31611723767335376
2024-07-31,Max Diversification  (Rolling 36m),0.06626852216493889,0.6152382278949988,2.727698570755632e-18,0.3184932499400623
2024-08-31,Max Diversification  (Rolling 36m),0.049609343165095944,0.6278433322312019,0.007728742430743413,0.31481858217295877
2024-09-30,Max Diversification  (Rolling 36m),0.06273140308599563,0.6159639732842461,2.3603899346770257e-19,0.32130462362975826
2024-10-31,Max Diversification  (Rolling 36m),0.05703038743862236,0.619606889203647,1.654455247976389e-18,0.3233627233577307
2024-11-30,Max Diversification  (Rolling 36m),0.06032359631315997,0.6121730708686274,1.1377587353433668e-18,0.32750333281821264
2024-12-31,Max Diversification  (Rolling 36m),0.07789069130225286,0.5878101663570966,0.0,0.33429914234065045
2025-01-31,Max Diversification  (Rolling 36m),0.06132496440919875,0.5767452137736611,0.0239518338547053,0.33797798796243494
2025-02-28,Max Diversification  (Rolling 36m),0.054255339540843085,0.5890934904048538,0.014621147223669572,0.3420300228306335
2025-03-31,Max Diversification  (Rolling 36m),0.06674059990451493,0.5857866898335962,0.0010544143086884893,0.34641829595320034
2025-04-30,Max Diversification  (Rolling 36m),0.12253751333167465,0.5297639095565568,0.0008329230144801715,0.3468656540972885
2025-05-31,Max Diversification  (Rolling 36m),0.14825923991383144,0.5573476301977178,1.7696494701140765e-18,0.2943931298884508
2025-06-30,Max Diversification  (Rolling 36m),0.15429239878742118,0.5564108069643589,0.0,0.2892967942482199
2025-07-31,Max Diversification  (Rolling 36m),0.1618081575110553,0.5184803146537665,3.691533577311897e-17,0.3197115278351782
2025-08-31,Max Diversification  (Rolling 36m),0.1682599860159943,0.5106522549928866,8.03593842019544e-17,0.3210877589911191
2025-09-30,Max Diversification  (Rolling 36m),0.17167380505783592,0.508467483219411,4.498336119490103e-18,0.3198587117227531
2025-10-31,Max Diversification  (Rolling 36m),0.17382694553712205,0.5061286897717335,6.43745704488391e-17,0.32004436469114445
2025-11-30,Max Diversification  (Rolling 36m),0.1714152192557971,0.5029284357258597,4.357686688481176e-18,0.3256563450183433
2025-12-31,Max Diversification  (Rolling 36m),0.17780725478470086,0.496464174205918,0.0,0.32572857100938124
2026-01-31,Max Diversification  (Rolling 36m),0.182572554968528,0.45983916637138067,0.01221766531135807,0.34537061334873337
2026-02-28,Max Diversification  (Rolling 36m),0.20240423037504096,0.4925821866581515,0.0,0.3050135829668076
2026-03-31,Max Diversification  (Rolling 36m),0.20497718717963057,0.48380120574484115,0.0,0.3112216070755283
2003-01-31,Max Diversification  (Expanding),0.12560673346155832,0.5418891728986284,0.1606029221093018,0.17190117153051154
2003-02-28,Max Diversification  (Expanding),0.12362542353284836,0.5389731233866276,0.16154485077961386,0.1758566023009101
2003-03-31,Max Diversification  (Expanding),0.12500586499325284,0.5387209402056442,0.16187774664526372,0.17439544815583924
2003-04-30,Max Diversification  (Expanding),0.12710777461648426,0.5404464919571494,0.16361289647033267,0.16883283695603374
2003-05-31,Max Diversification  (Expanding),0.1267387975160665,0.5452603281710234,0.16002859244095335,0.16797228187195676
2003-06-30,Max Diversification  (Expanding),0.12786277227958978,0.5401870237015768,0.16250054385483498,0.1694496601639985
2003-07-31,Max Diversification  (Expanding),0.12689194786520616,0.5377489111664211,0.16213320816290788,0.17322593280546497
2003-08-31,Max Diversification  (Expanding),0.1302041631895835,0.5091394146949951,0.1841630487429596,0.17649337337246176
2003-09-30,Max Diversification  (Expanding),0.1338612147928357,0.4997984747050293,0.1821159011325859,0.18422440936954917
2003-10-31,Max Diversification  (Expanding),0.13478865181304378,0.4989308753519742,0.1807779119705026,0.1855025608644794
2003-11-30,Max Diversification  (Expanding),0.13161247483517316,0.5028603720376529,0.18314745786335296,0.18237969526382103
2003-12-31,Max Diversification  (Expanding),0.13120050597127064,0.5030629868881689,0.18295504108062935,0.1827814660599312
2004-01-31,Max Diversification  (Expanding),0.1286612567534943,0.5109807145874804,0.1847584203913564,0.17559960826766902
2004-02-29,Max Diversification  (Expanding),0.12873451686749696,0.5118980911736576,0.18273376891748128,0.1766336230413642
2004-03-31,Max Diversification  (Expanding),0.12884119195419308,0.5135159001403049,0.18476035824160905,0.172882549663893
2004-04-30,Max Diversification  (Expanding),0.13533216868102044,0.5135893762188706,0.178463873378184,0.17261458172192493
2004-05-31,Max Diversification  (Expanding),0.1700560405062826,0.5157182863172971,0.12215973759903781,0.19206593557738258
2004-06-30,Max Diversification  (Expanding),0.16850445864517916,0.5125486011275194,0.12843327818484043,0.19051366204246103
2004-07-31,Max Diversification  (Expanding),0.16927766624323268,0.5114363215140847,0.1295088041713006,0.18977720807138196
2004-08-31,Max Diversification  (Expanding),0.17039243690589786,0.5112322647150491,0.12936742792126604,0.189007870457787
2004-09-30,Max Diversification  (Expanding),0.1702319435665922,0.5086743350982745,0.12671159686209843,0.1943821244730348
2004-10-31,Max Diversification  (Expanding),0.17030945876971204,0.507092629367302,0.13230256973929871,0.19029534212368723
2004-11-30,Max Diversification  (Expanding),0.1702540265538647,0.508485204806645,0.13090868314639914,0.19035208549309107
2004-12-31,Max Diversification  (Expanding),0.17065118277516975,0.5086883669991956,0.13026872094898428,0.1903917292766504
2005-01-31,Max Diversification  (Expanding),0.17052388530771007,0.5057569945059365,0.13296839524290746,0.19075072494344594
2005-02-28,Max Diversification  (Expanding),0.1712602949569399,0.5096734045775699,0.12633138047332404,0.19273491999216616
2005-03-31,Max Diversification  (Expanding),0.1715658871853671,0.5135128478690018,0.12662768969597749,0.18829357524965368
2005-04-30,Max Diversification  (Expanding),0.17087722702328165,0.5068187660786418,0.12628145634771154,0.19602255055036516
2005-05-31,Max Diversification  (Expanding),0.1683940796388742,0.5059975606666568,0.12977722688032403,0.19583113281414496
2005-06-30,Max Diversification  (Expanding),0.16672447187530615,0.5036399115423909,0.13023618749113128,0.19939942909117173
2005-07-31,Max Diversification  (Expanding),0.16772105609755675,0.5036845655416968,0.12889521614940955,0.19969916221133702
2005-08-31,Max Diversification  (Expanding),0.16662506974978916,0.5115441449948097,0.1251167106813739,0.19671407457402731
2005-09-30,Max Diversification  (Expanding),0.16456160972550715,0.5088288703464181,0.12691563162782113,0.19969388830025364
2005-10-31,Max Diversification  (Expanding),0.1642755600882335,0.5085664999456135,0.12829765484495395,0.19886028512119905
2005-11-30,Max Diversification  (Expanding),0.17144236412263408,0.5091919075598587,0.1276541890061425,0.19171153931136461
2005-12-31,Max Diversification  (Expanding),0.1711115003562351,0.5103594521569361,0.12675021831247668,0.1917788291743521
2006-01-31,Max Diversification  (Expanding),0.17113604994951323,0.5100244678583726,0.12728769953188543,0.19155178266022876
2006-02-28,Max Diversification  (Expanding),0.17108400635457927,0.5121604264927282,0.12459643343539549,0.19215913371729706
2006-03-31,Max Diversification  (Expanding),0.17505696687859187,0.5109969295194188,0.12695760060711894,0.18698850299487052
2006-04-30,Max Diversification  (Expanding),0.17472259349709102,0.5119881563924561,0.12683079404834463,0.1864584560621083
2006-05-31,Max Diversification  (Expanding),0.17393573651218922,0.5093531621714165,0.12610790764973526,0.19060319366665918
2006-06-30,Max Diversification  (Expanding),0.1734778633558002,0.5096018564315141,0.12432366779026223,0.19259661242242354
2006-07-31,Max Diversification  (Expanding),0.17282697859064428,0.5085839524903883,0.12565481614294,0.1929342527760275
2006-08-31,Max Diversification  (Expanding),0.17321368931848155,0.5092980481179972,0.1250640192163311,0.19242424334719024
2006-09-30,Max Diversification  (Expanding),0.17192888084937444,0.5075848063000498,0.12485070868749107,0.19563560416308476
2006-10-31,Max Diversification  (Expanding),0.17223646978565654,0.5080695066839913,0.12359620032520897,0.1960978232051432
2006-11-30,Max Diversification  (Expanding),0.17214610013656137,0.5129348126271331,0.12069721795439252,0.1942218692819131
2006-12-31,Max Diversification  (Expanding),0.1734767172180307,0.5145077628431206,0.11962953557142714,0.19238598436742158
2007-01-31,Max Diversification  (Expanding),0.17620762670157633,0.5173684740517427,0.11673915797483624,0.18968474127184481
2007-02-28,Max Diversification  (Expanding),0.17469718986767863,0.5161222475097536,0.12002053087306397,0.1891600317495039
2007-03-31,Max Diversification  (Expanding),0.17411007490692706,0.5158488603668886,0.12011528901678532,0.18992577570939903
2007-04-30,Max Diversification  (Expanding),0.1732344829963385,0.51485581596247,0.12200874667622937,0.18990095436496204
2007-05-31,Max Diversification  (Expanding),0.17452498581662393,0.5150015678353425,0.1212098424505861,0.18926360389744762
2007-06-30,Max Diversification  (Expanding),0.17553437723537466,0.5149019533915583,0.1206929511970639,0.18887071817600312
2007-07-31,Max Diversification  (Expanding),0.1842230128421305,0.5145184091797925,0.10942012847985023,0.19183844949822676
2007-08-31,Max Diversification  (Expanding),0.18267594971500498,0.5168109402027237,0.10803689384032418,0.19247621624194722
2007-09-30,Max Diversification  (Expanding),0.18178655219239007,0.513524359219119,0.10686958512146436,0.19781950346702662
2007-10-31,Max Diversification  (Expanding),0.18191173210908382,0.5164017751848086,0.10803777185848797,0.19364872084761967
2007-11-30,Max Diversification  (Expanding),0.18168938367673418,0.5167033910221148,0.10823493806293767,0.19337228723821337
2007-12-31,Max Diversification  (Expanding),0.17929345011851086,0.5274426359664287,0.10432716101452907,0.18893675290053139
2008-01-31,Max Diversification  (Expanding),0.17815562382201275,0.5261103337990873,0.1059189204766911,0.18981512190220884
2008-02-29,Max Diversification  (Expanding),0.18312527323236882,0.5249839682697504,0.10446650500339386,0.18742425349448694
2008-03-31,Max Diversification  (Expanding),0.182852809323305,0.5226165389474646,0.1073705903070384,0.187160061422192
2008-04-30,Max Diversification  (Expanding),0.18108417870120985,0.521936494625735,0.10858944916712263,0.18838987750593247
2008-05-31,Max Diversification  (Expanding),0.18013029620278515,0.5265517128712329,0.10660241567434932,0.18671557525163252
2008-06-30,Max Diversification  (Expanding),0.18076976280226953,0.5258178544927834,0.10610660314717611,0.18730577955777097
2008-07-31,Max Diversification  (Expanding),0.1741246618731321,0.5197506762100323,0.10331843170126377,0.20280623021557173
2008-08-31,Max Diversification  (Expanding),0.17378085853727207,0.5239053781545678,0.10597312522658794,0.19634063808157226
2008-09-30,Max Diversification  (Expanding),0.17445609459083286,0.5250483481658724,0.10546520214623936,0.19503035509705535
2008-10-31,Max Diversification  (Expanding),0.16519185406362485,0.541130501980346,0.10775759663158473,0.18592004732444456
2008-11-30,Max Diversification  (Expanding),0.17694661760054334,0.6195310480689278,0.04766097779362215,0.15586135653690678
2008-12-31,Max Diversification  (Expanding),0.17275333820697175,0.62922006183588,0.046486681365430084,0.15153991859171814
2009-01-31,Max Diversification  (Expanding),0.18712149230530056,0.605883019259904,0.031302222883724175,0.17569326555107134
2009-02-28,Max Diversification  (Expanding),0.18686147513410192,0.6121992306816771,0.024736941496214377,0.1762023526880066
2009-03-31,Max Diversification  (Expanding),0.18536854031308206,0.6149859471356137,0.016306655228168522,0.18333885732313576
2009-04-30,Max Diversification  (Expanding),0.18139505441068238,0.6174144557302702,0.017650553855526406,0.18353993600352103
2009-05-31,Max Diversification  (Expanding),0.1739337825926833,0.618256693120154,0.02419935294359138,0.18361017134357138
2009-06-30,Max Diversification  (Expanding),0.1709472112870103,0.6252400287811744,0.022161314452954006,0.18165144547886136
2009-07-31,Max Diversification  (Expanding),0.17556064027810128,0.6205737099608556,0.02162858955204698,0.18223706020899627
2009-08-31,Max Diversification  (Expanding),0.17317192375476817,0.6222973998753146,0.02080985063984487,0.1837208257300724
2009-09-30,Max Diversification  (Expanding),0.1716536609958543,0.6218111912442535,0.02261242520102957,0.1839227225588626
2009-10-31,Max Diversification  (Expanding),0.17107631161325848,0.6215903688281779,0.022419614992585133,0.1849137045659785
2009-11-30,Max Diversification  (Expanding),0.17066225284148376,0.621246737038132,0.022904228762105676,0.1851867813582786
2009-12-31,Max Diversification  (Expanding),0.16961116466092513,0.623206211593856,0.022406322653464733,0.18477630109175402
2010-01-31,Max Diversification  (Expanding),0.16908033017004842,0.6226302184629914,0.023434200894071378,0.18485525047288895
2010-02-28,Max Diversification  (Expanding),0.1705242844849442,0.6238326380252037,0.02307116058737918,0.18257191690247276
2010-03-31,Max Diversification  (Expanding),0.17030125246134958,0.6247116906830741,0.022791865510013904,0.1821951913455625
2010-04-30,Max Diversification  (Expanding),0.17022457456451487,0.6247927753312156,0.022653926905388692,0.1823287231988808
2010-05-31,Max Diversification  (Expanding),0.16971902704538613,0.6246792400001016,0.023276539262493085,0.1823251936920193
2010-06-30,Max Diversification  (Expanding),0.16991346971697596,0.629044505349804,0.02087982370342194,0.18016220122979815
2010-07-31,Max Diversification  (Expanding),0.17075259258431055,0.6291406884727254,0.020703777299311017,0.17940294164365306
2010-08-31,Max Diversification  (Expanding),0.16926464093994,0.6312045270130053,0.02067842671954092,0.1788524053275138
2010-09-30,Max Diversification  (Expanding),0.17027577203747932,0.6316564432768585,0.01978035330339115,0.17828743138227104
2010-10-31,Max Diversification  (Expanding),0.16547375698126657,0.6348593948389586,0.022376701458934417,0.1772901467208404
2010-11-30,Max Diversification  (Expanding),0.16490756486098798,0.635618077486718,0.02271100329666262,0.1767633543556315
2010-12-31,Max Diversification  (Expanding),0.16632753512711473,0.6343224979501205,0.022214859388182125,0.1771351075345826
2011-01-31,Max Diversification  (Expanding),0.16645365013693253,0.6365695660604558,0.019204468194655024,0.17777231560795664
2011-02-28,Max Diversification  (Expanding),0.1667913721822757,0.636480099217313,0.019136334951198892,0.17759219364921253
2011-03-31,Max Diversification  (Expanding),0.1676140642325938,0.6361680444911302,0.019038695387618144,0.1771791958886578
2011-04-30,Max Diversification  (Expanding),0.16733953039056695,0.6354909578179966,0.02007821796143716,0.17709129382999922
2011-05-31,Max Diversification  (Expanding),0.16724982899309387,0.6361114472574476,0.019825722327035798,0.17681300142242268
2011-06-30,Max Diversification  (Expanding),0.1666981929175181,0.6362455241017779,0.019370433135939676,0.17768584984476432
2011-07-31,Max Diversification  (Expanding),0.16653523587497188,0.6371999216167268,0.018908446989965317,0.17735639551833604
2011-08-31,Max Diversification  (Expanding),0.166528731891695,0.6370972006196833,0.018828622949031096,0.17754544453959062
2011-09-30,Max Diversification  (Expanding),0.17245704752750915,0.6301392192531736,0.02161378360851965,0.17578994961079766
2011-10-31,Max Diversification  (Expanding),0.17198115651149887,0.6384903149743353,0.018044691161278853,0.17148383735288703
2011-11-30,Max Diversification  (Expanding),0.17117432663269966,0.6431735649712794,0.015996441788709518,0.16965566660731157
2011-12-31,Max Diversification  (Expanding),0.1708149551594652,0.6432012656356474,0.016255338349943384,0.16972844085494404
2012-01-31,Max Diversification  (Expanding),0.17068853009125867,0.6430157530722956,0.01688016326043107,0.16941555357601465
2012-02-29,Max Diversification  (Expanding),0.17037316551310422,0.6436972478563692,0.016600216069600902,0.1693293705609257
2012-03-31,Max Diversification  (Expanding),0.16933612344803428,0.6439712358970421,0.017495176243847697,0.16919746441107603
2012-04-30,Max Diversification  (Expanding),0.17179271468726448,0.6422670328231775,0.0186643996323837,0.16727585285717445
2012-05-31,Max Diversification  (Expanding),0.17190074185352916,0.6422364682661748,0.018573782543978345,0.16728900733631766
2012-06-30,Max Diversification  (Expanding),0.1710527990144413,0.6456135371497119,0.017640090230992795,0.16569357360485398
2012-07-31,Max Diversification  (Expanding),0.17076723352368173,0.6459904754027591,0.018074672372417683,0.16516761870114152
2012-08-31,Max Diversification  (Expanding),0.17114757296543012,0.6462596047648558,0.018427392096542556,0.16416543017317164
2012-09-30,Max Diversification  (Expanding),0.17229617288619617,0.6458849397339261,0.01778185940495173,0.16403702797492603
2012-10-31,Max Diversification  (Expanding),0.17234952497025083,0.6459028380223707,0.01781103337148113,0.16393660363589732
2012-11-30,Max Diversification  (Expanding),0.1724051447369158,0.6460951917309363,0.018115734396720366,0.16338392913542754
2012-12-31,Max Diversification  (Expanding),0.17222627845558652,0.6460086053455893,0.018309379507350194,0.1634557366914739
2013-01-31,Max Diversification  (Expanding),0.17240449491778637,0.6455137475498088,0.0191294809170653,0.16295227661533945
2013-02-28,Max Diversification  (Expanding),0.17368292226763576,0.6456206221537597,0.018363035752981493,0.16233341982562316
2013-03-31,Max Diversification  (Expanding),0.17495948988061533,0.6452932666324263,0.018361008647504323,0.16138623483945416
2013-04-30,Max Diversification  (Expanding),0.17476538659641533,0.6454561151276917,0.01832962504802841,0.16144887322786458
2013-05-31,Max Diversification  (Expanding),0.17424623402410894,0.6450253168920803,0.018059318013585818,0.162669131070225
2013-06-30,Max Diversification  (Expanding),0.1778439780167555,0.6444668239798893,0.016058041492146593,0.16163115651120868
2013-07-31,Max Diversification  (Expanding),0.18028745191671372,0.6412829041669712,0.01740543161839767,0.16102421229791744
2013-08-31,Max Diversification  (Expanding),0.18313574940290875,0.6407968056459533,0.015912801321352324,0.16015464362978574
2013-09-30,Max Diversification  (Expanding),0.1821373135539456,0.6401066512683197,0.015392144646331204,0.1623638905314035
2013-10-31,Max Diversification  (Expanding),0.1830194631235146,0.639842999953161,0.015261732696836002,0.16187580422648856
2013-11-30,Max Diversification  (Expanding),0.18147640668484746,0.6392440192912294,0.015556252419507708,0.16372332160441538
2013-12-31,Max Diversification  (Expanding),0.1826517866214211,0.6390546387908039,0.015008903458354001,0.16328467112942094
2014-01-31,Max Diversification  (Expanding),0.1835400203840972,0.6387637206643518,0.014510430270877978,0.16318582868067313
2014-02-28,Max Diversification  (Expanding),0.1827275433299731,0.6386797220314128,0.015264329231117212,0.16332840540749688
2014-03-31,Max Diversification  (Expanding),0.18216986985887887,0.6392728456479857,0.016022600838909756,0.1625346836542258
2014-04-30,Max Diversification  (Expanding),0.18221895402881422,0.6392616812453003,0.015992715579509667,0.162526649146376
2014-05-31,Max Diversification  (Expanding),0.18227766453896857,0.6393424015457678,0.015919164666010118,0.16246076924925354
2014-06-30,Max Diversification  (Expanding),0.1817402417215289,0.6390445970648668,0.01592063911552213,0.16329452209808212
2014-07-31,Max Diversification  (Expanding),0.18190289059769876,0.639056757441035,0.015821962631593578,0.16321838932967286
2014-08-31,Max Diversification  (Expanding),0.1818061628783982,0.639579663922454,0.015910195815591763,0.16270397738355608
2014-09-30,Max Diversification  (Expanding),0.1809865686442366,0.6393404027450443,0.016111663698004715,0.1635613649127144
2014-10-31,Max Diversification  (Expanding),0.18331687224228319,0.6398773495837619,0.014756172849832714,0.1620496053241223
2014-11-30,Max Diversification  (Expanding),0.18342545292156767,0.6393843832184573,0.013953344609116033,0.1632368192508591
2014-12-31,Max Diversification  (Expanding),0.18438094577094838,0.6391800116795845,0.013715906806866218,0.16272313574260086
2015-01-31,Max Diversification  (Expanding),0.1838373248853598,0.639592687232867,0.014191621061683597,0.1623783668200897
2015-02-28,Max Diversification  (Expanding),0.18492592292493468,0.6393820181820917,0.013160257426826645,0.16253180146614699
2015-03-31,Max Diversification  (Expanding),0.18438217120990488,0.6396643109148558,0.013816428223088071,0.16213708965215123
2015-04-30,Max Diversification  (Expanding),0.18391391255525313,0.6395288479799334,0.015162124417619334,0.16139511504719412
2015-05-31,Max Diversification  (Expanding),0.18212214788445985,0.638663517007074,0.01838139048142654,0.16083294462703968
2015-06-30,Max Diversification  (Expanding),0.18434740261857244,0.6371936152591797,0.018298691893569922,0.16016029022867792
2015-07-31,Max Diversification  (Expanding),0.18388424547331844,0.6366229452658777,0.017921296353373722,0.16157151290743027
2015-08-31,Max Diversification  (Expanding),0.18420885653049632,0.6362829805863129,0.018963212192026613,0.16054495069116415
2015-09-30,Max Diversification  (Expanding),0.1841885842186312,0.6371480139241769,0.018423532384675766,0.16023986947251623
2015-10-31,Max Diversification  (Expanding),0.18301871950634432,0.6371478835002216,0.019735056169546055,0.16009834082388802
2015-11-30,Max Diversification  (Expanding),0.18069760719379452,0.6373460221710007,0.020092215073961806,0.16186415556124303
2015-12-31,Max Diversification  (Expanding),0.1833510173973109,0.6365304133445455,0.020312619254934043,0.15980595000320946
2016-01-31,Max Diversification  (Expanding),0.18287231035531934,0.6366562685820464,0.020835004462542484,0.15963641660009179
2016-02-29,Max Diversification  (Expanding),0.18292250906265833,0.6373854362448005,0.02040807012198889,0.15928398457055234
2016-03-31,Max Diversification  (Expanding),0.18263132698537504,0.636299684698553,0.02101509850940886,0.16005388980666307
2016-04-30,Max Diversification  (Expanding),0.18239330749044094,0.6378618937773073,0.02035459366882525,0.15939020506342658
2016-05-31,Max Diversification  (Expanding),0.18214814126940118,0.6376075659007927,0.02198444462683503,0.1582598482029711
2016-06-30,Max Diversification  (Expanding),0.18219915955776947,0.6376078930876344,0.02196453036397842,0.15822841699061785
2016-07-31,Max Diversification  (Expanding),0.18396712523029296,0.6376053840706407,0.020958487990175287,0.157469002708891
2016-08-31,Max Diversification  (Expanding),0.18338265692301228,0.637207802784665,0.020830532197908463,0.15857900809441428
2016-09-30,Max Diversification  (Expanding),0.18405840505679544,0.6371784921277189,0.020348786493152037,0.15841431632233363
2016-10-31,Max Diversification  (Expanding),0.18384101443667838,0.637040195589489,0.020295877355584746,0.158822912618248
2016-11-30,Max Diversification  (Expanding),0.1841310278085978,0.6367620205488532,0.019661666315648252,0.1594452853269007
2016-12-31,Max Diversification  (Expanding),0.1873760463114875,0.6352135994528509,0.017963669542317522,0.15944668469334408
2017-01-31,Max Diversification  (Expanding),0.1872518455041189,0.6332857888439095,0.019209669790456792,0.16025269586151486
2017-02-28,Max Diversification  (Expanding),0.18701532432846024,0.6332098651764702,0.019433370876824552,0.16034143961824515
2017-03-31,Max Diversification  (Expanding),0.1868409839488003,0.6333598628878546,0.019368224954731398,0.16043092820861374
2017-04-30,Max Diversification  (Expanding),0.18748149021830157,0.6333921139139269,0.01900601056095198,0.16012038530681966
2017-05-31,Max Diversification  (Expanding),0.18709874086423442,0.6330265082419533,0.01930071945428822,0.16057403143952415
2017-06-30,Max Diversification  (Expanding),0.18729141709958672,0.6330172911549184,0.019198471356831687,0.1604928203886631
2017-07-31,Max Diversification  (Expanding),0.18731702599862268,0.6329330046566837,0.019171349792742653,0.160578619551951
2017-08-31,Max Diversification  (Expanding),0.18745782718928736,0.6328894667168213,0.01899731050241905,0.1606553955914723
2017-09-30,Max Diversification  (Expanding),0.1873984675194532,0.6327507827309565,0.019180314987015924,0.16067043476257445
2017-10-31,Max Diversification  (Expanding),0.18738628330228585,0.632740494571854,0.019210210942366187,0.16066301118349405
2017-11-30,Max Diversification  (Expanding),0.18780780969735067,0.6326192032199967,0.01882845832439512,0.16074452875825754
2017-12-31,Max Diversification  (Expanding),0.18778323712384487,0.6326507833385996,0.018769554687723903,0.16079642484983164
2018-01-31,Max Diversification  (Expanding),0.187660295608698,0.6327002689549002,0.018793817976344072,0.1608456174600577
2018-02-28,Max Diversification  (Expanding),0.18834957594335075,0.6328324084972464,0.018496792559652524,0.16032122299975032
2018-03-31,Max Diversification  (Expanding),0.18845727678300328,0.6319464463923347,0.01766594545059775,0.16193033137406435
2018-04-30,Max Diversification  (Expanding),0.18769071558880346,0.6318554858664391,0.01841983253413917,0.16203396601061829
2018-05-31,Max Diversification  (Expanding),0.18764638634248526,0.6318772378649172,0.018401841136430966,0.16207453465616659
2018-06-30,Max Diversification  (Expanding),0.1877215933768885,0.6318752104227497,0.018398639450848932,0.16200455674951286
2018-07-31,Max Diversification  (Expanding),0.1874492883983554,0.6318293345112764,0.018658818757409084,0.16206255833295913
