,Strategy,US_Equities,US_10Yr_Bond,US_REITs,US_Commodities
2003-05-31,Min Volatility  (Expanding),0.08883380872843485,0.6489126313308331,0.13439979910813837,0.12785376083259375
2003-06-30,Min Volatility  (Expanding),0.08224809370055614,0.6645316036905757,0.13197339138014466,0.12124691122872361
2003-07-31,Min Volatility  (Expanding),0.0809857598846289,0.6614009574503987,0.13211421596735734,0.12549906669761496
2003-08-31,Min Volatility  (Expanding),0.0854036070941631,0.6107213118319414,0.168395874760439,0.13547920631345642
2003-09-30,Min Volatility  (Expanding),0.09055402439826121,0.5913676938750263,0.16986956077518142,0.1482087209515311
2003-10-31,Min Volatility  (Expanding),0.09163135801868323,0.5908954767396506,0.1677656069104679,0.14970755833119814
2003-11-30,Min Volatility  (Expanding),0.0883685161594587,0.5945403408911462,0.1701236775037013,0.14696746544569378
2003-12-31,Min Volatility  (Expanding),0.0883078624095189,0.5950415603033102,0.16933750400173594,0.14731307328543486
2004-01-31,Min Volatility  (Expanding),0.08496109858559156,0.6051464222279356,0.17131279884002149,0.1385796803464514
2004-02-29,Min Volatility  (Expanding),0.08454048666444759,0.6077369329434068,0.1684791966261348,0.13924338376601084
2004-03-31,Min Volatility  (Expanding),0.08468551188574937,0.6109988451264964,0.1703988859012532,0.13391675708650103
2004-04-30,Min Volatility  (Expanding),0.09094749674029157,0.615062973518567,0.16125944621020563,0.1327300835309359
2004-05-31,Min Volatility  (Expanding),0.12537641000925379,0.6595576329648041,0.0667099652476398,0.14835599177830247
2004-06-30,Min Volatility  (Expanding),0.12538434977375645,0.6458725448609066,0.07855175759092708,0.15019134777440982
2004-07-31,Min Volatility  (Expanding),0.12682045564326064,0.646553705982913,0.07985799084292758,0.14676784753089891
2004-08-31,Min Volatility  (Expanding),0.12842178379067243,0.6444927814663,0.08079700945086982,0.14628842529215777
2004-09-30,Min Volatility  (Expanding),0.12970063808788057,0.6450712761857152,0.07390705335797232,0.15132103236843192
2004-10-31,Min Volatility  (Expanding),0.13011495926164607,0.6472380960442694,0.07866711761312017,0.14397982708096435
2004-11-30,Min Volatility  (Expanding),0.1302369424675407,0.6489493135859344,0.07676713026918573,0.14404661367733929
2004-12-31,Min Volatility  (Expanding),0.13104274245376873,0.6483688738739417,0.07724956340473342,0.14333882026755615
2005-01-31,Min Volatility  (Expanding),0.13234922344071814,0.6481006456379673,0.0794984208735748,0.1400517100477398
2005-02-28,Min Volatility  (Expanding),0.1346309063407127,0.6558845363408733,0.06810008005230321,0.14138447726611075
2005-03-31,Min Volatility  (Expanding),0.13497175557953164,0.6618067724601494,0.06788821603251717,0.1353332559278018
2005-04-30,Min Volatility  (Expanding),0.1340402015066246,0.6546510347453117,0.0669194832345164,0.14438928051354738
2005-05-31,Min Volatility  (Expanding),0.13373780194624313,0.6554977506429559,0.0680699510520697,0.14269449635873124
2005-06-30,Min Volatility  (Expanding),0.13118133274380187,0.6539062501615195,0.06852309735970047,0.14638931973497826
2005-07-31,Min Volatility  (Expanding),0.13221622261055768,0.6550527122540726,0.06626000521564056,0.14647105991972909
2005-08-31,Min Volatility  (Expanding),0.13210768188934277,0.6564835665705991,0.06541750098645213,0.145991250553606
2005-09-30,Min Volatility  (Expanding),0.13207011648848727,0.6562887574379315,0.06469266312626218,0.14694846294731917
2005-10-31,Min Volatility  (Expanding),0.13197484706362272,0.6569326925110602,0.06568711894860563,0.14540534147671136
2005-11-30,Min Volatility  (Expanding),0.13786197726311789,0.6689223041759861,0.060700769611316735,0.13251494894957933
2005-12-31,Min Volatility  (Expanding),0.1376708195354417,0.6691169403162581,0.060601349106621814,0.13261089104167828
2006-01-31,Min Volatility  (Expanding),0.13780000880078197,0.6690918396624597,0.06104383143295843,0.13206432010379993
2006-02-28,Min Volatility  (Expanding),0.1381075056056834,0.6724078171243469,0.05719001132270827,0.13229466594726147
2006-03-31,Min Volatility  (Expanding),0.14231406530622537,0.6760929794215862,0.058427610054501665,0.12316534521768681
2006-04-30,Min Volatility  (Expanding),0.14236885307441036,0.6744431630603863,0.0596035432468039,0.1235844406183993
2006-05-31,Min Volatility  (Expanding),0.14407104658562492,0.6717933607437324,0.05586505688194484,0.12827053578869793
2006-06-30,Min Volatility  (Expanding),0.1434057050888011,0.6746448459964554,0.05247763862513323,0.1294718102896103
2006-07-31,Min Volatility  (Expanding),0.1433393561840898,0.6745030956407985,0.05307023469595023,0.12908731347916153
2006-08-31,Min Volatility  (Expanding),0.14366549630996064,0.6753543057084928,0.05244449693386888,0.12853570104767775
2006-09-30,Min Volatility  (Expanding),0.1422495851066107,0.673033400082708,0.05243102890669976,0.13228598590398163
2006-10-31,Min Volatility  (Expanding),0.1416595026436329,0.6722341907634496,0.05271329245336268,0.13339301413955493
2006-11-30,Min Volatility  (Expanding),0.14159546179289104,0.6768712506294464,0.049902848652280084,0.1316304389253825
2006-12-31,Min Volatility  (Expanding),0.14258698658402408,0.6811176635206393,0.04772069361134601,0.12857465628399062
2007-01-31,Min Volatility  (Expanding),0.14438474994648942,0.6836992609126383,0.04578240619274445,0.12613358294812785
2007-02-28,Min Volatility  (Expanding),0.14389094577415076,0.6795099231496788,0.05060313671550841,0.12599599436066203
2007-03-31,Min Volatility  (Expanding),0.14381728982973085,0.6797256055633578,0.05025678258665862,0.12620032202025266
2007-04-30,Min Volatility  (Expanding),0.14263562560642934,0.6776183722232719,0.05299539803675097,0.12675060413354786
2007-05-31,Min Volatility  (Expanding),0.14374260965996916,0.6772434779155155,0.05236021126993705,0.12665370115457825
2007-06-30,Min Volatility  (Expanding),0.14430562465711644,0.6772595922044934,0.05196825954645631,0.12646652359193386
2007-07-31,Min Volatility  (Expanding),0.15316900543283324,0.6875003964374389,0.032792034162786095,0.1265385639669418
2007-08-31,Min Volatility  (Expanding),0.15316875705192437,0.6886070321240954,0.03149962979788249,0.12672458102609788
2007-09-30,Min Volatility  (Expanding),0.15352005503267308,0.685280074436985,0.028622055828783324,0.13257781470155863
2007-10-31,Min Volatility  (Expanding),0.1531175282630398,0.6935990451745888,0.027577802847574055,0.12570562371479732
2007-11-30,Min Volatility  (Expanding),0.15298895820395456,0.6939200109875157,0.02769995850146022,0.12539107230706958
2007-12-31,Min Volatility  (Expanding),0.15279347809942476,0.6890990200105187,0.03129604357993805,0.12681145831011853
2008-01-31,Min Volatility  (Expanding),0.15276758912561936,0.688857479109923,0.03196303535000359,0.1264118964144542
2008-02-29,Min Volatility  (Expanding),0.15847235306439658,0.6849801751703921,0.032445977773640174,0.12410149399157105
2008-03-31,Min Volatility  (Expanding),0.15973799296681812,0.6862960928119713,0.03375956794927821,0.12020634627193223
2008-04-30,Min Volatility  (Expanding),0.15999290277271902,0.6856803509504104,0.03314164044601189,0.12118510583085877
2008-05-31,Min Volatility  (Expanding),0.15996527808529187,0.6857665126359902,0.03310492451726137,0.12116328476145663
2008-06-30,Min Volatility  (Expanding),0.16116563029523134,0.6837489252097961,0.03269391192014084,0.12239153257483175
2008-07-31,Min Volatility  (Expanding),0.15532114219625973,0.6859983107519702,0.024583096437047806,0.1340974506147224
2008-08-31,Min Volatility  (Expanding),0.15640605177214054,0.6925189023822207,0.0254015108912984,0.1256735349543405
2008-09-30,Min Volatility  (Expanding),0.15684026631900902,0.6932351460809436,0.025269180745980595,0.12465540685406684
2008-10-31,Min Volatility  (Expanding),0.14945487867584478,0.7076489434195178,0.026723275920128964,0.11617290198450834
2008-11-30,Min Volatility  (Expanding),0.1403901404479712,0.7777417189609908,5.269421182642141e-18,0.08186814059103804
2008-12-31,Min Volatility  (Expanding),0.14049405895349268,0.7775489364018845,0.0,0.08195700464462269
2009-01-31,Min Volatility  (Expanding),0.14808809939093143,0.7457475115320821,0.0,0.10616438907698655
2009-02-28,Min Volatility  (Expanding),0.14202714005964487,0.753003350633682,0.0,0.10496950930667313
2009-03-31,Min Volatility  (Expanding),0.12918139142990023,0.7625173105261566,1.1045356373473285e-17,0.10830129804394308
2009-04-30,Min Volatility  (Expanding),0.12446133639636586,0.7668001022754198,4.808511695690983e-18,0.10873856132821437
2009-05-31,Min Volatility  (Expanding),0.12317262340500135,0.7677238031431339,1.9475372964483075e-17,0.10910357345186476
2009-06-30,Min Volatility  (Expanding),0.123771012647985,0.7651061725779441,1.7488355175904308e-17,0.11112281477407093
2009-07-31,Min Volatility  (Expanding),0.12811431615024588,0.7611540529758154,0.0,0.11073163087393859
2009-08-31,Min Volatility  (Expanding),0.12329828487697105,0.7649419515421814,3.5040905660444385e-18,0.11175976358084765
2009-09-30,Min Volatility  (Expanding),0.1233541180268418,0.7649136297090754,1.592018381930155e-17,0.11173225226408282
2009-10-31,Min Volatility  (Expanding),0.12190626197109089,0.765684152939798,0.0,0.11240958508911117
2009-11-30,Min Volatility  (Expanding),0.12184364116220175,0.7656766607554121,1.63804527704717e-17,0.11247969808238618
2009-12-31,Min Volatility  (Expanding),0.12022076361813201,0.7673744665893041,4.41461962491239e-18,0.11240476979256396
2010-01-31,Min Volatility  (Expanding),0.1211485464364241,0.765914722681247,1.1454757208930182e-17,0.11293673088232892
2010-02-28,Min Volatility  (Expanding),0.12152615350072042,0.7696591641787552,0.0,0.10881468232052442
2010-03-31,Min Volatility  (Expanding),0.12099962609829475,0.7706483513938636,0.0,0.1083520225078418
2010-04-30,Min Volatility  (Expanding),0.12066454367721685,0.7708056640006862,2.419984602629079e-18,0.10852979232209702
2010-05-31,Min Volatility  (Expanding),0.12100166554006256,0.7701962332521004,0.0,0.10880210120783713
2010-06-30,Min Volatility  (Expanding),0.12297758452064533,0.7669109332391192,1.0083192250110904e-17,0.11011148224023551
2010-07-31,Min Volatility  (Expanding),0.12424737143614825,0.7659603283358,0.0,0.10979230022805181
2010-08-31,Min Volatility  (Expanding),0.12120961221549156,0.7708963310883218,8.486790580880312e-18,0.10789405669618678
2010-09-30,Min Volatility  (Expanding),0.12271680850298126,0.7688265595566093,5.629995584873217e-18,0.10845663194040953
2010-10-31,Min Volatility  (Expanding),0.1188315071128523,0.7740830310893292,5.093627045318322e-19,0.1070854617978186
2010-11-30,Min Volatility  (Expanding),0.11816714188039142,0.7757756209906485,0.0,0.10605723712896026
2010-12-31,Min Volatility  (Expanding),0.11919833987640131,0.7745502038571698,1.3893986883347624e-17,0.10625145626642904
2011-01-31,Min Volatility  (Expanding),0.12215167748066998,0.7661438945707816,0.0,0.11170442794854846
2011-02-28,Min Volatility  (Expanding),0.12262599890423584,0.76570876458552,0.0,0.11166523651024415
2011-03-31,Min Volatility  (Expanding),0.1238803453459966,0.7645099021864238,9.34441107550507e-18,0.11160975246757972
2011-04-30,Min Volatility  (Expanding),0.12444497612081594,0.7642875574136898,1.1901991477951272e-17,0.11126746646549432
2011-05-31,Min Volatility  (Expanding),0.12435376759922216,0.7644630540094698,5.300221982419661e-18,0.11118317839130808
2011-06-30,Min Volatility  (Expanding),0.12427035077614954,0.7629062677894021,0.0,0.11282338143444835
2011-07-31,Min Volatility  (Expanding),0.12426769656270298,0.76285345624653,1.1975237041767892e-18,0.11287884719076711
2011-08-31,Min Volatility  (Expanding),0.12402889386555521,0.7628458194152153,1.4858542102314618e-17,0.11312528671922946
2011-09-30,Min Volatility  (Expanding),0.13507896461675578,0.7528573318501182,2.1059769868358903e-17,0.11206370353312609
2011-10-31,Min Volatility  (Expanding),0.1348686977907479,0.7559759966580858,5.946731382767872e-18,0.10915530555116636
2011-11-30,Min Volatility  (Expanding),0.13300707220637725,0.7579851701134193,5.8059191070164875e-18,0.10900775768020356
2011-12-31,Min Volatility  (Expanding),0.13297078249955094,0.7578002763864401,3.368110116539662e-18,0.1092289411140091
2012-01-31,Min Volatility  (Expanding),0.13343076787116726,0.7579477210113601,0.0,0.10862151111747272
2012-02-29,Min Volatility  (Expanding),0.1327569564327161,0.758556887815117,0.0,0.10868615575216693
2012-03-31,Min Volatility  (Expanding),0.1322547003398977,0.759064307583081,0.0,0.10868099207702145
2012-04-30,Min Volatility  (Expanding),0.13595871828632905,0.7581031736193419,0.0,0.1059381080943289
2012-05-31,Min Volatility  (Expanding),0.13603913373191331,0.7579661059645766,2.479384139843044e-18,0.10599476030351024
2012-06-30,Min Volatility  (Expanding),0.13570952933137445,0.7591618673650811,6.281623443782768e-18,0.10512860330354457
2012-07-31,Min Volatility  (Expanding),0.13529107586593306,0.7609039680195799,0.0,0.10380495611448712
2012-08-31,Min Volatility  (Expanding),0.1360632782159815,0.761697115347252,1.4125223699817364e-17,0.10223960643676654
2012-09-30,Min Volatility  (Expanding),0.1369528327094748,0.7607241493948562,0.0,0.10232301789566906
2012-10-31,Min Volatility  (Expanding),0.13706357376623376,0.7606013809971593,1.4010714843800996e-18,0.10233504523660686
2012-11-30,Min Volatility  (Expanding),0.13726246067098896,0.7613990089762837,0.0,0.10133853035272747
2012-12-31,Min Volatility  (Expanding),0.13722785420285888,0.7613518626369968,0.0,0.10142028316014425
2013-01-31,Min Volatility  (Expanding),0.13813054099577327,0.7613044181060685,0.0,0.10056504089815818
2013-02-28,Min Volatility  (Expanding),0.1393242189789538,0.760099605466723,0.0,0.10057617555432327
2013-03-31,Min Volatility  (Expanding),0.14063618603803796,0.7601971935541657,2.461524755109418e-18,0.09916662040779631
2013-04-30,Min Volatility  (Expanding),0.1402323359203247,0.7604295953603872,3.1222167454281614e-18,0.09933806871928806
2013-05-31,Min Volatility  (Expanding),0.13943894128800052,0.759930224016814,0.0,0.10063083469518556
2013-06-30,Min Volatility  (Expanding),0.1414172467604676,0.7591421290206414,3.039066232075373e-18,0.09944062421889109
2013-07-31,Min Volatility  (Expanding),0.1444644096825719,0.7585612831472672,1.950896593796352e-17,0.09697430717016094
2013-08-31,Min Volatility  (Expanding),0.14679525627189616,0.7564325209428095,2.3025498217389043e-18,0.09677222278529428
2013-09-30,Min Volatility  (Expanding),0.14496265261830169,0.7559860111655395,0.0,0.09905133621615884
2013-10-31,Min Volatility  (Expanding),0.14572949929037296,0.7558146184825316,0.0,0.09845588222709545
2013-11-30,Min Volatility  (Expanding),0.14368484069565035,0.7559084744143796,1.0848497543465485e-17,0.10040668488997018
2013-12-31,Min Volatility  (Expanding),0.1443671516732566,0.7555662076410627,2.698242564594363e-18,0.10006664068568076
2014-01-31,Min Volatility  (Expanding),0.14513532616842825,0.7546756996863807,8.0448382839141e-18,0.10018897414519104
2014-02-28,Min Volatility  (Expanding),0.14455920993714913,0.7549716164946338,0.0,0.10046917356821716
2014-03-31,Min Volatility  (Expanding),0.14416670645216015,0.7570184557470147,0.0,0.09881483780082517
2014-04-30,Min Volatility  (Expanding),0.1441996686937223,0.756987314482419,5.58845160183878e-18,0.09881301682385875
2014-05-31,Min Volatility  (Expanding),0.1442246663865699,0.757028053417182,0.0,0.09874728019624791
2014-06-30,Min Volatility  (Expanding),0.14354452962499903,0.7567525508161549,6.80622921389497e-18,0.09970291955884591
2014-07-31,Min Volatility  (Expanding),0.1436582159630028,0.7566611041433765,1.3421359277152278e-17,0.0996806798936208
2014-08-31,Min Volatility  (Expanding),0.1437967154990711,0.7572121446981094,0.0,0.0989911398028196
2014-09-30,Min Volatility  (Expanding),0.14270200332793376,0.7573688778424558,0.0,0.09992911882961049
2014-10-31,Min Volatility  (Expanding),0.1438496500801313,0.7586338905147304,0.0,0.0975164594051384
2014-11-30,Min Volatility  (Expanding),0.143143850908666,0.7581968480342358,0.0,0.09865930105709828
2014-12-31,Min Volatility  (Expanding),0.14387457487056438,0.7581961934609384,0.0,0.0979292316684972
2015-01-31,Min Volatility  (Expanding),0.14410691979636112,0.7585325074350241,0.0,0.09736057276861482
2015-02-28,Min Volatility  (Expanding),0.14512441229117518,0.7567023395558302,5.826652569407593e-18,0.09817324815299472
2015-03-31,Min Volatility  (Expanding),0.14507193740869143,0.7567548024648305,0.0,0.09817326012647795
2015-04-30,Min Volatility  (Expanding),0.14553062583232568,0.7577198102929555,0.0,0.09674956387471875
2015-05-31,Min Volatility  (Expanding),0.14629677776302127,0.7582891930300448,4.0878359635917744e-19,0.09541402920693398
2015-06-30,Min Volatility  (Expanding),0.14859200666149586,0.757204773428185,0.0,0.09420321991031917
2015-07-31,Min Volatility  (Expanding),0.1475482221277086,0.7568251589211588,0.0,0.09562661895113243
2015-08-31,Min Volatility  (Expanding),0.1489439253184907,0.7574550578636712,2.740774683815263e-18,0.09360101681783817
2015-09-30,Min Volatility  (Expanding),0.14843441744299884,0.7578212029477995,0.0,0.09374437960920146
2015-10-31,Min Volatility  (Expanding),0.14812703905863628,0.7585489794975276,0.0,0.09332398144383591
2015-11-30,Min Volatility  (Expanding),0.14456368606417017,0.7600783474438579,0.0,0.09535796649197194
2015-12-31,Min Volatility  (Expanding),0.14732740034689884,0.7607332597510681,2.3190621002207023e-18,0.09193933990203311
2016-01-31,Min Volatility  (Expanding),0.14721432829849476,0.7611611995020265,2.236199816921066e-19,0.0916244721994787
2016-02-29,Min Volatility  (Expanding),0.14700079318182044,0.7613473932370816,2.568198979065264e-18,0.0916518135810981
2016-03-31,Min Volatility  (Expanding),0.1474375896461786,0.75991353338364,1.1427063149978409e-17,0.09264887697018145
2016-04-30,Min Volatility  (Expanding),0.14707040934012325,0.7603352098257937,1.1230347115025796e-17,0.09259438083408314
2016-05-31,Min Volatility  (Expanding),0.14831595197155933,0.7611817025372888,8.21361607869996e-18,0.0905023454911519
2016-06-30,Min Volatility  (Expanding),0.1483548707661465,0.7611607474109553,5.6443273793659665e-18,0.09048438182289825
2016-07-31,Min Volatility  (Expanding),0.14925805327405461,0.761303370404795,0.0,0.08943857632115038
2016-08-31,Min Volatility  (Expanding),0.14825896393019936,0.7610713324775595,3.1148545527928372e-18,0.09066970359224114
2016-09-30,Min Volatility  (Expanding),0.14851412132122435,0.7610841116513868,0.0,0.09040176702738895
2016-10-31,Min Volatility  (Expanding),0.14831651861251455,0.7608070651966617,4.2445722081652716e-18,0.09087641619082382
2016-11-30,Min Volatility  (Expanding),0.14787176306171895,0.7607924467541326,4.563439564731052e-19,0.09133579018414849
2016-12-31,Min Volatility  (Expanding),0.15070827557676603,0.7573507967088443,9.686431325556184e-19,0.09194092771438968
2017-01-31,Min Volatility  (Expanding),0.15219479221249926,0.7546925801279155,4.890551667127829e-18,0.09311262765958529
2017-02-28,Min Volatility  (Expanding),0.15206246193432163,0.7547407831745443,0.0,0.09319675489113409
2017-03-31,Min Volatility  (Expanding),0.15167503297259788,0.7549598642161349,0.0,0.09336510281126724
2017-04-30,Min Volatility  (Expanding),0.15200319891230918,0.7550969964558246,1.4737289550667597e-17,0.09289980463186631
2017-05-31,Min Volatility  (Expanding),0.1518560194967412,0.7546961838115128,6.680539482263871e-18,0.093447796691746
2017-06-30,Min Volatility  (Expanding),0.1519427839706588,0.7546890940046196,0.0,0.09336812202472164
2017-07-31,Min Volatility  (Expanding),0.15195196717792778,0.7545877385129809,0.0,0.09346029430909128
2017-08-31,Min Volatility  (Expanding),0.15217270243224773,0.7540928685353172,0.0,0.09373442903243506
2017-09-30,Min Volatility  (Expanding),0.15227258864547483,0.7539968611235321,9.35022014255507e-18,0.09373055023099307
2017-10-31,Min Volatility  (Expanding),0.15223806161650952,0.7540132003586432,2.2955294457207183e-18,0.09374873802484734
2017-11-30,Min Volatility  (Expanding),0.1526165087789573,0.7533219534364475,0.0,0.09406153778459533
2017-12-31,Min Volatility  (Expanding),0.15245114701500767,0.7533903913101171,0.0,0.0941584616748753
2018-01-31,Min Volatility  (Expanding),0.15244030203516015,0.7533124697914918,6.056749924592859e-18,0.09424722817334816
2018-02-28,Min Volatility  (Expanding),0.1530193765321001,0.7527563828850657,6.397913017949483e-18,0.09422424058283427
2018-03-31,Min Volatility  (Expanding),0.15165380829980904,0.7531291579168613,1.0415692121948835e-17,0.09521703378332971
2018-04-30,Min Volatility  (Expanding),0.1512278318460446,0.7534318175996563,0.0,0.0953403505542992
2018-05-31,Min Volatility  (Expanding),0.15120411526799593,0.7533967787771636,0.0,0.09539910595484048
2018-06-30,Min Volatility  (Expanding),0.15142574776896747,0.7531138415217978,0.0,0.09546041070923467
2018-07-31,Min Volatility  (Expanding),0.15143137130347623,0.7531202463173327,0.0,0.09544838237919116
2018-08-31,Min Volatility  (Expanding),0.15114155577148145,0.7531677073277688,0.0,0.0956907369007496
2018-09-30,Min Volatility  (Expanding),0.15106033746616113,0.7531840812833155,0.0,0.0957555812505235
2018-10-31,Min Volatility  (Expanding),0.1510310483588142,0.7528900034874138,0.0,0.09607894815377192
2018-11-30,Min Volatility  (Expanding),0.14759014286461888,0.7550873031463176,0.0,0.09732255398906348
2018-12-31,Min Volatility  (Expanding),0.14750020867684094,0.7551011953585811,0.0,0.097398595964578
2019-01-31,Min Volatility  (Expanding),0.14696665345349028,0.7558402339227306,0.0,0.09719311262377894
2019-02-28,Min Volatility  (Expanding),0.14440308413223316,0.7587380370494088,3.647542498282018e-19,0.09685887881835809
2019-03-31,Min Volatility  (Expanding),0.14409864387736449,0.7589518506844896,4.052044213639413e-18,0.09694950543814604
2019-04-30,Min Volatility  (Expanding),0.14389801712657047,0.7589118602731771,0.0,0.0971901226002525
2019-05-31,Min Volatility  (Expanding),0.14336668912534442,0.7591053002524272,0.0,0.09752801062222839
2019-06-30,Min Volatility  (Expanding),0.14249636204592542,0.7600080633024698,1.3056843085373213e-17,0.09749557465160472
2019-07-31,Min Volatility  (Expanding),0.1394586297651812,0.7614247523319215,9.33497938927127e-18,0.09911661790289736
2019-08-31,Min Volatility  (Expanding),0.1394884629707101,0.7614194096423467,0.0,0.09909212738694329
2019-09-30,Min Volatility  (Expanding),0.14097890316572606,0.7585116460060229,0.0,0.10050945082825102
2019-10-31,Min Volatility  (Expanding),0.14112329249157435,0.7583076621104975,0.0,0.10056904539792799
2019-11-30,Min Volatility  (Expanding),0.14109419132023732,0.7583675089705235,0.0,0.10053829970923926
2019-12-31,Min Volatility  (Expanding),0.14202290911210141,0.7580855102650232,3.779296965063831e-18,0.09989158062287534
2020-01-31,Min Volatility  (Expanding),0.1420046776438745,0.7583285843420107,0.0,0.09966673801411491
2020-02-29,Min Volatility  (Expanding),0.14224521629854334,0.7586657376299853,1.0226431329988235e-18,0.09908904607147132
2020-03-31,Min Volatility  (Expanding),0.1420215989064762,0.7589302226839241,5.4384845878723724e-18,0.09904817840959977
2020-04-30,Min Volatility  (Expanding),0.1442361799105154,0.7549779915460925,0.0,0.1007858285433921
2020-05-31,Min Volatility  (Expanding),0.13637124454428184,0.7574294386590963,0.0,0.1061993167966219
2020-06-30,Min Volatility  (Expanding),0.13604684917576892,0.7580617164388288,8.331833764913764e-18,0.10589143438540222
2020-07-31,Min Volatility  (Expanding),0.13608436664247153,0.757877979293967,2.029169950492537e-18,0.10603765406356151
2020-08-31,Min Volatility  (Expanding),0.1352478275915063,0.759643179952569,1.9741315126827847e-18,0.1051089924559247
2020-09-30,Min Volatility  (Expanding),0.13450313410614373,0.7611317842924551,5.290905075025357e-18,0.10436508160140119
2020-10-31,Min Volatility  (Expanding),0.1337643397551228,0.7620549978275851,0.0,0.10418066241729208
2020-11-30,Min Volatility  (Expanding),0.1327906569947317,0.7619377232428384,0.0,0.10527161976242991
2020-12-31,Min Volatility  (Expanding),0.1310894826622758,0.7633091505304254,3.936125021383945e-18,0.10560136680729873
2021-01-31,Min Volatility  (Expanding),0.13104975698634777,0.7634992158199752,0.0,0.10545102719367716
2021-02-28,Min Volatility  (Expanding),0.13041400712543313,0.7629644842171969,5.572572986034897e-19,0.10662150865737008
2021-03-31,Min Volatility  (Expanding),0.1303739834326472,0.7622600148215012,4.221753892356845e-18,0.10736600174585147
2021-04-30,Min Volatility  (Expanding),0.13405412970882466,0.7600628513709404,9.067097415099693e-18,0.10588301892023495
2021-05-31,Min Volatility  (Expanding),0.13393576654216124,0.7614436036408814,0.0,0.10462062981695743
2021-06-30,Min Volatility  (Expanding),0.13399668562967407,0.7614934899465599,2.4828358134924796e-19,0.10450982442376613
2021-07-31,Min Volatility  (Expanding),0.13392764717797556,0.761661177129445,9.001784764535537e-19,0.10441117569257946
2021-08-31,Min Volatility  (Expanding),0.13388278381566035,0.7617194756887847,1.5294328413594622e-17,0.10439774049555497
2021-09-30,Min Volatility  (Expanding),0.13371309840378093,0.7617772332577367,0.0,0.10450966833848244
2021-10-31,Min Volatility  (Expanding),0.1319804652638274,0.7616761280493218,0.0,0.1063434066868508
2021-11-30,Min Volatility  (Expanding),0.13279714820215405,0.7608844926580275,1.7685389039534512e-18,0.10631835913981853
2021-12-31,Min Volatility  (Expanding),0.1333677555361171,0.7617026611346728,0.0,0.1049295833292102
2022-01-31,Min Volatility  (Expanding),0.1328433221255241,0.7624623914179258,2.633878026607587e-18,0.10469428645655005
2022-02-28,Min Volatility  (Expanding),0.12876780421935075,0.7610251295688731,0.0,0.11020706621177612
2022-03-31,Min Volatility  (Expanding),0.1273405303573173,0.7604802432155452,0.0,0.11217922642713753
2022-04-30,Min Volatility  (Expanding),0.12733207550015407,0.7601853140151645,0.0,0.11248261048468151
2022-05-31,Min Volatility  (Expanding),0.11835198966566958,0.7581751726789865,0.0,0.1234728376553438
2022-06-30,Min Volatility  (Expanding),0.11829343255749614,0.7578611274721474,0.0,0.12384543997035653
2022-07-31,Min Volatility  (Expanding),0.11643615240300213,0.7635258587397902,2.970196801685817e-18,0.12003798885720775
2022-08-31,Min Volatility  (Expanding),0.1130030435735679,0.7659747710743983,0.0,0.1210221853520337
2022-09-30,Min Volatility  (Expanding),0.11239801647450999,0.7662973116745905,6.529654763035533e-18,0.12130467185089949
2022-10-31,Min Volatility  (Expanding),0.10875363867522891,0.7706424196344345,8.404875387743469e-18,0.12060394169033659
2022-11-30,Min Volatility  (Expanding),0.11222809626790406,0.7675497167558178,0.0,0.12022218697627801
2022-12-31,Min Volatility  (Expanding),0.11126710084220254,0.7682808129593934,0.0,0.120452086198404
2023-01-31,Min Volatility  (Expanding),0.11200953872781022,0.7674967566617799,0.0,0.12049370461041008
2023-02-28,Min Volatility  (Expanding),0.11078532276814551,0.7678484546437712,0.0,0.12136622258808336
2023-03-31,Min Volatility  (Expanding),0.11100503925921862,0.7687827657127494,2.53814728871089e-18,0.12021219502803199
2023-04-30,Min Volatility  (Expanding),0.11050646545586074,0.7688698745355529,0.0,0.12062366000858633
2023-05-31,Min Volatility  (Expanding),0.11030707864312872,0.7685131586954776,0.0,0.1211797626613937
2023-06-30,Min Volatility  (Expanding),0.11134797868488897,0.7690276652971205,0.0,0.11962435601799058
2023-07-31,Min Volatility  (Expanding),0.11145914479082752,0.7688981673343803,0.0,0.11964268787479217
2023-08-31,Min Volatility  (Expanding),0.11145920353756482,0.7688974023110388,0.0,0.11964339415139624
2023-09-30,Min Volatility  (Expanding),0.11125616415542038,0.7687713294312831,8.755007759741846e-18,0.11997250641329654
2023-10-31,Min Volatility  (Expanding),0.1097044244568734,0.7694254497287751,1.193632709613687e-17,0.12087012581435154
2023-11-30,Min Volatility  (Expanding),0.10914309656880603,0.7686133697361717,3.3350247225450657e-18,0.12224353369502239
2023-12-31,Min Volatility  (Expanding),0.10500669983326726,0.7690012658787632,3.834442185039204e-18,0.1259920342879696
2024-01-31,Min Volatility  (Expanding),0.10293632195183951,0.7673452683435266,0.0,0.12971840970463394
2024-02-29,Min Volatility  (Expanding),0.10297602287893662,0.7673235563737297,1.2701360494220818e-17,0.12970042074733376
2024-03-31,Min Volatility  (Expanding),0.10381416445932111,0.7669798607746156,0.0,0.12920597476606338
2024-04-30,Min Volatility  (Expanding),0.10366820318990339,0.7672749117750878,1.3980470304122796e-17,0.1290568850350089
2024-05-31,Min Volatility  (Expanding),0.10178817392587282,0.766896980801682,2.82321933732162e-18,0.13131484527244527
2024-06-30,Min Volatility  (Expanding),0.1011110091751025,0.7673125324719612,1.957217807115713e-18,0.13157645835293638
